,statement,source,link,veracity
10018,"While she was mayor, Lois Frankel took a ""police helicopter ride to go to a dinner party.""",Adam Hasner,/florida/statements/2012/oct/25/adam-hasner/adam-hasner-says-lois-frankel-used-police-chopper-/,Half-True
10019,"""There’s 21 congressmen and senators that have been convicted of felonies that still get their retirement, even in jail. They don’t have to wait until they’re 65.""",Jesse Ventura,/new-jersey/statements/2012/oct/25/jesse-ventura/jesse-ventura-says-convicted-congressmen-senators-/,Mostly True
10020,"Says Gov. John  Kasich incorrectly claimed Ohio’s economy was 38th in the nation when he took office. ""We were sixth in the nation in terms of economic job growth.""",Ted Strickland,/ohio/statements/2012/oct/25/ted-strickland/ted-strickland-claims-john-kasich-undersold-condit/,False
10021,"""Connecticut's take on slot machines is 25 cents on the dollar. And the state's take on table games:  zero.""",Diane Hurley,/rhode-island/statements/2012/oct/25/diane-hurley/ceo-newport-grand-slot-parlor-says-connecticut-get/,True
10022,"Says U.S. Senate candidate Tommy Thompson supports a plan for ""privatizing Social Security.""",Workers' Voice,/wisconsin/statements/2012/oct/25/workers-voice/super-pac-says-tommy-thompson-supports-privatizing/,False
10023,"""The sequester is not something that I've proposed. It is something that Congress has proposed.""",Barack Obama,/truth-o-meter/statements/2012/oct/24/barack-obama/obama-says-congress-owns-sequestration-cuts/,Mostly False
10024,Says Mitt Romney wants to add $2 trillion to defense budget that the military hasn’t asked for.,Barack Obama,/truth-o-meter/statements/2012/oct/24/barack-obama/obama-says-romney-would-spend-2-trilllion-military/,True
10025,"Says Connie Mack’s Penny Plan would cut ""over $200 billion out of Medicare, over $1 trillion out of Social Security. ... $3 trillion out of defense.""",Bill Nelson,/florida/statements/2012/oct/24/bill-nelson/bill-nelson-says-connie-macks-penny-plan-would-lea/,Mostly True
10026,"""As governor, I cut $5 billion in spending.""",Tim Kaine,/virginia/statements/2012/oct/24/tim-kaine/tim-kaine-says-he-cut-5-billion-spending-governor/,Mostly True
10027,"Says U.S. Senate rival Tammy Baldwin supports a ""tax increase that President Obama says"" would cost middle-class families $3,000 per year.",Tommy Thompson,/wisconsin/statements/2012/oct/24/tommy-thompson/tommy-thompson-says-senate-foe-tammy-baldwin-backs/,Mostly False
10028,"Says Chris Christie was ""behind"" in the polls against Jon Corzine during the 2009 governor's race.",Joseph Kyrillos,/new-jersey/statements/2012/oct/24/joseph-kyrillos/chris-christie-was-trailing-jon-corzine-polls-duri/,Mostly False
10029,"Says Jim Renacci ""opposed increasing combat bonuses for our troops.""",Democratic Congressional Campaign Committee,/ohio/statements/2012/oct/24/democratic-congressional-campaign-committee/dccc-says-jim-renacci-voted-against-combat-bonuses/,False
10030,"Says, ""Carl proposed a 'windfall' tax on real estate development when he was a Metro Councilor.""",Promote Oregon Leadership PAC (Oregon House Republicans),/oregon/statements/2012/oct/24/promote-oregon-leadership-pac-oregon-house-republi/did-carl-hosticka-propose-windfall-tax-property/,Mostly False
10031,"Says Romney said ""we should ask Pakistan for permission"" to take a shot at Osama bin Laden.",Barack Obama,/truth-o-meter/statements/2012/oct/23/barack-obama/obama-claims-romney-said-we-should-ask-pakistan-pe/,Half-True
10032,"Says Barack Obama was silent on Iran ""when the students took to the streets in Tehran and the people there protested, (and) the Green Revolution occurred.""",Mitt Romney,/truth-o-meter/statements/2012/oct/23/mitt-romney/mitt-romney-says-obama-was-silent-about-protests-a/,Mostly False
10033,"""Pakistan has 100 nuclear warheads and they’re rushing to build a lot more. They’ll have more than Great Britain sometime in the relatively near future.""",Mitt Romney,/truth-o-meter/statements/2012/oct/23/mitt-romney/mitt-romney-says-pakistan-path-overtake-uk-nuclear/,Mostly True
10034,"Says Mitt Romney ""just gave a speech a few weeks ago"" and said ""we should still have troops in Iraq.""",Barack Obama,/truth-o-meter/statements/2012/oct/23/barack-obama/obama-romney-said-troops-should-still-be-iraq/,Mostly True
10035,"Elizabeth Townsend runs the elections office that omitted a school board race on a ballot and gave a School Board candidate ""faulty advice.""",Shirley Anderson,/florida/statements/2012/oct/23/shirley-anderson/herando-county-candidate-claims-rival-supervisor-e/,Mostly False
10036,"""Latin America’s economy is almost as big as the economy of China.""",Mitt Romney,/truth-o-meter/statements/2012/oct/23/mitt-romney/mitt-romney-says-latin-americas-economy-almost-big/,Half-True
10037,"Says Mitt Romney was clear that he ""would not provide government assistance to the U.S. auto companies, even if they went through bankruptcy.""",Barack Obama,/truth-o-meter/statements/2012/oct/23/barack-obama/obama-says-romney-opposed-any-government-help-resc/,Mostly False
10038,"Says Tammy Baldwin introduced a bill that would require doctors and other health care workers to ask patients, ""including young children, whether they are gay, lesbian, bisexual, or if they know their gender identity.""",Glenn Grothman,/wisconsin/statements/2012/oct/23/glenn-grothman/gop-lawmaker-claims-senate-candidate-tammy-baldwin/,Mostly False
10039,"""Veterans’ unemployment is actually now lower than (the) general population. It was higher when I came into office.""",Barack Obama,/truth-o-meter/statements/2012/oct/23/barack-obama/barack-obama-touts-his-record-improving-employment/,Half-True
10040,"""I went to the Olympics that was out of balance, and we got it on balance.""",Mitt Romney,/truth-o-meter/statements/2012/oct/23/mitt-romney/mitt-romney-says-he-balanced-budget-salt-lake-city/,Mostly True
10041,"""The president said he was going to create daylight between ourselves and Israel.""",Mitt Romney,/truth-o-meter/statements/2012/oct/23/mitt-romney/romney-says-obama-wants-daylight-us-israel-relatio/,Mostly True
10042,"""A few months ago when you were asked what's the biggest geopolitical threat facing America, you said Russia.""",Barack Obama,/truth-o-meter/statements/2012/oct/23/barack-obama/obama-romney-called-russia-our-top-geopolitical-fo/,Half-True
10043,"Says a university survey concluded his Massachusetts administration ""had more women in senior leadership positions than any other state in America.""",Mitt Romney,/truth-o-meter/statements/2012/oct/22/mitt-romney/romney-says-survey-found-massachusetts-had-more-wo/,Mostly True
10044,"""Virginia papers called (Scott) Rigell’s campaign ‘Mostly False.’""",Paul Hirschbiel,/virginia/statements/2012/oct/22/paul-hirschbiel/paul-hirschbiel-says-newspapers-called-scott-rigel/,Pants on Fire!
10045,"Ann McLane Kuster is ""for a government takeover of health care more radical than Obamacare. And she supports a $700 billion cut to Medicare for current retirees.""",Charles Bass,/new-hampshire/statements/2012/oct/22/charles-bass/charlie-bass-accuses-ann-mclane-kuster-having-extr/,Mostly False
10046,Says U.S. Rep. Charles Bass wants to privatize Social Security.,Ann McLane Kuster,/new-hampshire/statements/2012/oct/22/ann-mclane-kuster/ann-mclane-kuster-accused-charlie-bass-wanting-pri/,Mostly False
10047,"""Now remember, property taxes went up 70 percent in the 10 years before I became governor.""",Chris Christie,/new-jersey/statements/2012/oct/22/chris-christie/chris-christie-says-property-taxes-jumped-70-perce/,Mostly True
10048,Virginia’s educational level among whites is higher than Georgia’s.,Larry Sabato,/georgia/statements/2012/oct/22/larry-sabato/georgia-virginias-education-levels-under-microscop/,True
10049,"""Women who have miscarriages could be investigated by police"" under legislation supported by Republican state Senate candidate Rick Gudex.",Greater Wisconsin Committee,/wisconsin/statements/2012/oct/22/greater-wisconsin-political-fund/women-who-miscarry-could-face-investigation-under-/,Mostly False
10050,"""Jim Renacci tried to avoid paying taxes on nearly $14 million that he made.""",Betty Sutton,/ohio/statements/2012/oct/22/betty-sutton/betty-sutton-says-jim-renacci-tried-avoid-paying-t/,True
10051,"""The poverty rate amongst women is the worst it’s been in 17 years and the extreme poverty rate is the worst it’s ever been.""",George Allen,/virginia/statements/2012/oct/22/george-allen/george-allen-says-womens-poverty-rate-highest-17-y/,True
10052,"""There are more oil rigs in operation in the United States than the rest of the world combined.""",David Cicilline,/rhode-island/statements/2012/oct/22/david-cicilline/us-rep-david-cicilline-says-us-has-more-oil-rigs-o/,False
10053,"Says House Democrats ""voted to use your tax dollars for abortions"" by voting against bill defunding Planned Parenthood.",Tennessee Republican Party,/tennessee/statements/2012/oct/21/tennessee-republican-party/tennessee-gop-claims-tax-dollars-abortions-support/,False
10054,"Says Barack Obama ""said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.""",Leonard Lance,/new-jersey/statements/2012/oct/21/leonard-lance/barack-obama-broke-promise-cut-annual-deficit-half/,True
10055,"Says Tammy Baldwin ""voted to gut Medicare for seniors.""",Tommy Thompson,/wisconsin/statements/2012/oct/21/tommy-thompson/thompson-says-baldwin-voted-gut-medicare/,False
10056,"""While I was mayor of the city of Providence we had the lowest crime rate in 30 years.""",David Cicilline,/rhode-island/statements/2012/oct/21/david-cicilline/providence-crime-rates-during-david-cicilline-admi/,True
10057,"Says an arts tax would provide ""funding for certified arts and music teachers for every elementary school serving Portland residents.""",Creative Advocacy Network,/oregon/statements/2012/oct/19/creative-advocacy-network/would-portland-arts-tax-put-art-or-music-teacher-e/,Half-True
10058,"Says Connie Mack voted to redefine ""rape"" as ""forcible rape.""",Bill Nelson,/florida/statements/2012/oct/19/bill-nelson/nelson-ties-mack-forcible-rape-measure/,Half-True
10059,"Says Mitt Romney and George Allen ""would overturn Roe v. Wade and allow states to end safe, legal abortion even in cases of rape, incest or when a woman's life is at risk.""",Planned Parenthood,/truth-o-meter/statements/2012/oct/19/planned-parenthood/planned-parenthood-says-mitt-romney-and-george-all/,Half-True
10060,"""I’ve got a 94 percent"" career voting record in Congress while Bill Nelson has ""a 92 percent voting record.""",Connie Mack,/florida/statements/2012/oct/19/connie-mack/connie-mack-says-his-career-voting-participation-p/,True
10061,"""George Bush never suggested that we eliminate funding for Planned Parenthood.""",Barack Obama,/truth-o-meter/statements/2012/oct/19/barack-obama/obama-says-bush-never-sought-defund-planned-parent/,Mostly True
10062,"As a Member of Congress, Chris Murphy ""was raking in $1 million in salary.""",Linda McMahon,/truth-o-meter/statements/2012/oct/19/linda-mcmahon/linda-mcmahon-says-opponent-chris-murphy-was-rakin/,False
10063,Says fewer than 30 percent of Texas college students graduate in four years and only 58 percent graduate within six years.,Rick Perry,/texas/statements/2012/oct/19/rick-perry/rick-perry-says-less-30-percent-texas-college-stud/,True
10064,Says the University of Texas can afford to build a medical school because it has a $7 billion endowment and its football program had a $50 million profit last year.,Rob Moshein,/texas/statements/2012/oct/19/rob-moshein/austin-resident-says-university-texas-has-7-billio/,Half-True
10065,"""President Barack Obama (is) the first president in history to cut Medicare by $700 billion.""",Ohio Republican Party,/ohio/statements/2012/oct/19/ohio-republican-party/ohio-republican-party-says-obama-cut-medicare-700-/,Half-True
10066,"Says he ""is the reason we do not pay a toll every time we pass over the bridge at MoPac and William Cannon.""",Gerald Daugherty,/texas/statements/2012/oct/19/gerald-daugherty/gerald-daugherty-says-he-reason-mopac-drivers-dont/,Mostly False
10067,"Laurie Monnes Anderson ""voted to let violent criminals out of jail early.""",Oregon Senate Republicans (The Leadership Fund),/oregon/statements/2012/oct/19/oregon-senate-republicans/did-laurie-monnes-anderson-vote-let-violent-crimin/,Mostly True
10068,"Says Connie Mack ""is protecting Chevron oil from a multi-billion dollar lawsuit over pollution of rivers and rainforests.""",Bill Nelson,/florida/statements/2012/oct/18/bill-nelson/nelson-connie-mack-protecting-chevron-big-ecuador-/,Half-True
10069,"""Regulations have quadrupled. The rate of regulations quadrupled under this president.""",Mitt Romney,/truth-o-meter/statements/2012/oct/18/mitt-romney/federal-regulations-quadrupled-under-obama/,False
10070,"Frank Guinta voted to make middle class taxpayers pay over a $1,000 more a year in taxes.",Democratic Congressional Campaign Committee,/new-hampshire/statements/2012/oct/18/democratic-congressional-campaign-committee/democrats-point-votes-om-ryan-budget-evidence-rep-/,Mostly False
